psLayout version 3

match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
35	1	0	0	0	0	1	7	+	HS2000-887_357:3:2203:6343:68573_R1	100	33	69	chr11	135006516	90339440	90339483	2	30,6,	33,63,	90339440,90339477,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr11	135006516	120599329	120599359	1	30,	40,	120599329,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr11	135006516	17508706	17508736	1	30,	40,	17508706,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr11	135006516	118711383	118711413	1	30,	40,	118711383,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr11	135006516	6996484	6996514	1	30,	40,	6996484,
54	6	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	100	chr10	135534747	21511530	21511590	1	60,	40,	21511530,
52	5	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	41	98	chr10	135534747	58443148	58443205	1	57,	41,	58443148,
50	4	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	43	97	chr10	135534747	14068966	14069020	1	54,	43,	14068966,
31	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	71	chr10	135534747	27989869	27989900	1	31,	40,	27989869,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr10	135534747	32808518	32808548	1	30,	40,	32808518,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr10	135534747	74903307	74903337	1	30,	40,	74903307,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr10	135534747	95935188	95935218	1	30,	40,	95935188,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr10	135534747	69229562	69229592	1	30,	40,	69229562,
54	6	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	100	chr1	249250621	101379622	101379682	1	60,	40,	101379622,
51	5	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	96	chr1	249250621	175439652	175439708	1	56,	40,	175439652,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr1	249250621	161906106	161906136	1	30,	40,	161906106,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr1	249250621	213872258	213872288	1	30,	40,	213872258,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr1	249250621	99060320	99060350	1	30,	40,	99060320,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr1	249250621	171010997	171011027	1	30,	40,	171010997,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr1	249250621	67431208	67431238	1	30,	40,	67431208,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr1	249250621	110480103	110480133	1	30,	40,	110480103,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr1	249250621	42838254	42838284	1	30,	40,	42838254,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr1	249250621	63265300	63265330	1	30,	40,	63265300,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr1	249250621	225525430	225525460	1	30,	40,	225525430,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr1	249250621	106333225	106333255	1	30,	40,	106333225,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr1	249250621	235558537	235558567	1	30,	40,	235558537,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr1	249250621	95929805	95929835	1	30,	40,	95929805,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chrY	59373566	7646865	7646895	1	30,	30,	7646865,
49	4	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	47	100	chrX	155270560	65882441	65882494	1	53,	0,	65882441,
43	4	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	53	100	chrX	155270560	23214543	23214590	1	47,	0,	23214543,
42	4	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	86	chrX	155270560	145973839	145973885	1	46,	14,	145973839,
43	4	0	0	0	0	1	2	-	HS2000-887_357:3:2203:6343:68573_R1	100	23	70	chrX	155270560	78757027	78757076	2	39,8,	30,69,	78757027,78757068,
33	1	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	36	70	chrX	155270560	67150940	67150974	1	34,	30,	67150940,
37	0	0	0	1	6	1	7	-	HS2000-887_357:3:2203:6343:68573_R1	100	27	70	chrX	155270560	130368188	130368232	2	30,7,	30,66,	130368188,130368225,
35	0	0	0	1	1	1	2	-	HS2000-887_357:3:2203:6343:68573_R1	100	34	70	chrX	155270560	67154497	67154534	2	30,5,	30,61,	67154497,67154529,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chrX	155270560	26987180	26987210	1	30,	30,	26987180,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chrX	155270560	44077204	44077234	1	30,	30,	44077204,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chrX	155270560	78219981	78220011	1	30,	30,	78219981,
55	5	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	100	chr9	141213431	115344605	115344665	1	60,	0,	115344605,
54	6	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	100	chr9	141213431	10384263	10384323	1	60,	0,	10384263,
39	1	0	0	1	4	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	26	70	chr9	141213431	19044266	19044306	2	33,7,	30,67,	19044266,19044299,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr9	141213431	133022535	133022565	1	30,	30,	133022535,
54	6	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	100	chr8	146364022	137446566	137446626	1	60,	0,	137446566,
40	1	0	0	1	1	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	28	70	chr8	146364022	65596275	65596316	2	30,11,	30,61,	65596275,65596305,
35	1	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	76	chr8	146364022	80931541	80931577	1	36,	24,	80931541,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr8	146364022	12863057	12863087	1	30,	30,	12863057,
39	2	0	0	1	8	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	19	68	chr8	146364022	113509302	113509343	2	31,10,	32,71,	113509302,113509333,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr8	146364022	117632597	117632627	1	30,	30,	117632597,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr8	146364022	111502680	111502710	1	30,	30,	111502680,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr8	146364022	70702570	70702600	1	30,	30,	70702570,
45	2	0	0	1	11	1	10	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	98	chr7	159138663	65621713	65621770	2	20,27,	2,33,	65621713,65621743,
36	2	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	30	68	chr7	159138663	126954640	126954678	1	38,	32,	126954640,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr7	159138663	121827467	121827497	1	30,	30,	121827467,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr7	159138663	4518708	4518738	1	30,	30,	4518708,
39	2	0	0	1	7	1	8	-	HS2000-887_357:3:2203:6343:68573_R1	100	26	74	chr7	159138663	27665846	27665895	2	34,7,	26,67,	27665846,27665888,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr7	159138663	98705013	98705043	1	30,	30,	98705013,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr7	159138663	37889737	37889767	1	30,	30,	37889737,
54	5	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	99	chr6	171115067	169131962	169132021	1	59,	1,	169131962,
54	6	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	100	chr6	171115067	46515094	46515154	1	60,	0,	46515094,
51	5	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	44	100	chr6	171115067	154231317	154231373	1	56,	0,	154231317,
31	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	71	chr6	171115067	133816440	133816471	1	31,	29,	133816440,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr6	171115067	133068435	133068465	1	30,	30,	133068435,
51	3	0	0	1	10	1	4	-	HS2000-887_357:3:2203:6343:68573_R1	100	36	100	chr5	180915260	137852002	137852060	2	21,33,	0,31,	137852002,137852027,
43	1	0	0	1	1	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	25	70	chr5	180915260	101265058	101265102	2	40,4,	30,71,	101265058,101265098,
33	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	73	chr5	180915260	80990245	80990278	1	33,	27,	80990245,
33	1	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	74	chr5	180915260	141822923	141822957	1	34,	26,	141822923,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr5	180915260	119522660	119522690	1	30,	30,	119522660,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr5	180915260	93608168	93608198	1	30,	30,	93608168,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr5	180915260	139588273	139588303	1	30,	30,	139588273,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr5	180915260	74258265	74258295	1	30,	30,	74258265,
35	0	0	0	1	1	1	2	-	HS2000-887_357:3:2203:6343:68573_R1	100	34	70	chr4	191154276	127431780	127431817	2	30,5,	30,61,	127431780,127431812,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr4	191154276	83121725	83121755	1	30,	30,	83121725,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr4	191154276	73378436	73378466	1	30,	30,	73378436,
43	0	0	0	2	10	1	4	-	HS2000-887_357:3:2203:6343:68573_R1	100	17	70	chr4	191154276	133854234	133854281	3	30,7,6,	30,69,77,	133854234,133854268,133854275,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr4	191154276	61119230	61119260	1	30,	30,	61119230,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr4	191154276	15476332	15476362	1	30,	30,	15476332,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr4	191154276	88686628	88686658	1	30,	30,	88686628,
54	6	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	100	chr3	198022430	47249169	47249229	1	60,	0,	47249169,
54	6	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	100	chr3	198022430	119546899	119546959	1	60,	0,	119546899,
42	1	0	0	1	4	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	23	70	chr3	198022430	114111242	114111285	2	33,10,	30,67,	114111242,114111275,
34	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	74	chr3	198022430	47429940	47429974	1	34,	26,	47429940,
35	2	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	33	70	chr3	198022430	80770773	80770810	1	37,	30,	80770773,
33	1	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	74	chr3	198022430	197632214	197632248	1	34,	26,	197632214,
38	0	0	0	1	14	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	18	70	chr3	198022430	67577492	67577530	2	30,8,	30,74,	67577492,67577522,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr3	198022430	169587311	169587341	1	30,	30,	169587311,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr3	198022430	99815727	99815757	1	30,	30,	99815727,
41	0	0	0	2	26	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	31	98	chr3	198022430	104126582	104126623	3	10,25,6,	2,35,63,	104126582,104126592,104126617,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr3	198022430	84525054	84525084	1	30,	30,	84525054,
32	1	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	36	69	chr22	51304566	41167976	41168009	1	33,	31,	41167976,
54	6	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	100	chr21	48129895	29787826	29787886	1	60,	0,	29787826,
54	6	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	100	chr20	63025520	5086329	5086389	1	60,	0,	5086329,
32	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	42	74	chr20	63025520	51126350	51126382	1	32,	26,	51126350,
32	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	36	68	chr20	63025520	10830708	10830740	1	32,	32,	10830708,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr20	63025520	18389772	18389802	1	30,	30,	18389772,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr20	63025520	12865699	12865729	1	30,	30,	12865699,
54	6	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	100	chr2	243199373	22297794	22297854	1	60,	0,	22297794,
58	4	0	0	1	11	1	145	-	HS2000-887_357:3:2203:6343:68573_R1	100	27	100	chr2	243199373	1981391	1981598	2	50,12,	0,61,	1981391,1981586,
34	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	36	70	chr2	243199373	49165404	49165438	1	34,	30,	49165404,
33	1	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	74	chr2	243199373	124334095	124334129	1	34,	26,	124334095,
32	1	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	73	chr2	243199373	190181729	190181762	1	33,	27,	190181729,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr2	243199373	196172280	196172310	1	30,	30,	196172280,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr2	243199373	57547399	57547429	1	30,	30,	57547399,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr2	243199373	53253401	53253431	1	30,	30,	53253401,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr2	243199373	23197125	23197155	1	30,	30,	23197125,
52	4	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	44	100	chr19	59128983	12605672	12605728	1	56,	0,	12605672,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr18	78077248	73831607	73831637	1	30,	30,	73831607,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr18	78077248	55064574	55064604	1	30,	30,	55064574,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr18	78077248	33648135	33648165	1	30,	30,	33648135,
35	0	0	0	1	1	1	12	-	HS2000-887_357:3:2203:6343:68573_R1	100	31	67	chr17	81195210	50785656	50785703	2	27,8,	33,61,	50785656,50785695,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr17	81195210	52620223	52620253	1	30,	30,	52620223,
49	1	0	0	1	10	1	14	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	100	chr16	90354753	52774110	52774174	2	21,29,	0,31,	52774110,52774145,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr16	90354753	27976298	27976328	1	30,	30,	27976298,
51	4	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	95	chr15	102531392	42732815	42732870	1	55,	5,	42732815,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr15	102531392	91346164	91346194	1	30,	30,	91346164,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr15	102531392	81831838	81831868	1	30,	30,	81831838,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr14	107349540	27864523	27864553	1	30,	30,	27864523,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr13	115169878	91740173	91740203	1	30,	30,	91740173,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr13	115169878	76812470	76812500	1	30,	30,	76812470,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr13	115169878	74737982	74738012	1	30,	30,	74737982,
53	3	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	44	100	chr12	133851895	93692525	93692581	1	56,	0,	93692525,
39	1	0	0	1	4	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	26	70	chr12	133851895	45854982	45855022	2	33,7,	30,67,	45854982,45855015,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr12	133851895	45836436	45836466	1	30,	30,	45836436,
37	1	0	0	1	5	1	5	-	HS2000-887_357:3:2203:6343:68573_R1	100	25	68	chr12	133851895	66370964	66371007	2	28,10,	32,65,	66370964,66370997,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr12	133851895	120204550	120204580	1	30,	30,	120204550,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr12	133851895	83739791	83739821	1	30,	30,	83739791,
55	5	0	0	0	0	1	1	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	100	chr11	135006516	23417389	23417450	2	55,5,	0,55,	23417389,23417445,
37	0	0	0	1	1	1	5	-	HS2000-887_357:3:2203:6343:68573_R1	100	32	70	chr11	135006516	101467592	101467634	2	30,7,	30,61,	101467592,101467627,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr11	135006516	33266404	33266434	1	30,	30,	33266404,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr11	135006516	6299782	6299812	1	30,	30,	6299782,
61	6	0	0	0	0	1	1	-	HS2000-887_357:3:2203:6343:68573_R1	100	33	100	chr10	135534747	13058034	13058102	2	59,8,	0,59,	13058034,13058094,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr10	135534747	118880118	118880148	1	30,	30,	118880118,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr10	135534747	38213274	38213304	1	30,	30,	38213274,
55	5	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	100	chr1	249250621	8059944	8060004	1	60,	0,	8059944,
54	4	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	98	chr1	249250621	247221381	247221439	1	58,	2,	247221381,
55	5	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	100	chr1	249250621	53030736	53030796	1	60,	0,	53030736,
53	5	0	0	0	0	1	9	-	HS2000-887_357:3:2203:6343:68573_R1	100	42	100	chr1	249250621	89577572	89577639	2	46,12,	0,46,	89577572,89577627,
36	0	0	0	1	1	1	5	-	HS2000-887_357:3:2203:6343:68573_R1	100	33	70	chr1	249250621	222384774	222384815	2	30,6,	30,61,	222384774,222384809,
37	0	0	0	1	6	1	7	-	HS2000-887_357:3:2203:6343:68573_R1	100	27	70	chr1	249250621	215560722	215560766	2	30,7,	30,66,	215560722,215560759,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr1	249250621	232807493	232807523	1	30,	30,	232807493,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr1	249250621	65727684	65727714	1	30,	30,	65727684,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr1	249250621	227006768	227006798	1	30,	30,	227006768,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2203:6343:68573_R1	100	40	70	chr1	249250621	39789040	39789070	1	30,	30,	39789040,
95	5	0	0	0	0	0	0	+	HS2000-887_357:3:2203:6343:68573_R2	100	0	100	chr15	102531392	63358024	63358124	1	100,	0,	63358024,
99	1	0	0	0	0	0	0	+	HS2000-887_357:3:2215:4621:28855_R1	100	0	100	chr15	102531392	63357825	63357925	1	100,	0,	63357825,
100	0	0	0	0	0	0	0	+	HS2000-887_357:3:2215:4621:28855_R2	100	0	100	chr15	102531392	63093937	63094037	1	100,	0,	63093937,
98	2	0	0	0	0	0	0	+	HS2000-887_357:3:2302:14298:38497_R1	100	0	100	chr15	102531392	63357966	63358066	1	100,	0,	63357966,
32	2	0	0	0	0	0	0	+	HS2000-887_357:3:2302:14298:38497_R2	100	66	100	chrX	155270560	98593989	98594023	1	34,	66,	98593989,
100	0	0	0	0	0	0	0	+	HS2000-887_357:3:2302:14298:38497_R2	100	0	100	chr15	102531392	63093944	63094044	1	100,	0,	63093944,
34	1	0	0	1	1	0	0	-	HS2000-887_357:3:2302:14298:38497_R2	100	63	99	chr3	198022430	88932096	88932131	2	24,11,	1,26,	88932096,88932120,
100	0	0	0	0	0	0	0	+	HS2000-887_357:3:2304:2843:4838_R1	100	0	100	chr15	102531392	63093918	63094018	1	100,	0,	63093918,
99	1	0	0	0	0	0	0	+	HS2000-887_357:3:2304:2843:4838_R2	100	0	100	chr15	102531392	63357913	63358013	1	100,	0,	63357913,
100	0	0	0	0	0	0	0	+	HS2000-887_357:3:2308:12530:41945_R1	100	0	100	chr15	102531392	63093913	63094013	1	100,	0,	63093913,
100	0	0	0	0	0	0	0	+	HS2000-887_357:3:2308:12530:41945_R2	100	0	100	chr15	102531392	63357935	63358035	1	100,	0,	63357935,
38	2	0	0	0	0	0	0	+	HS2000-887_357:3:2308:5040:12244_R1	100	50	90	chrX	155270560	98593989	98594029	1	40,	50,	98593989,
32	1	0	0	0	0	0	0	+	HS2000-887_357:3:2308:5040:12244_R1	100	57	90	chrX	155270560	126693953	126693986	1	33,	57,	126693953,
37	0	0	0	1	7	1	14	+	HS2000-887_357:3:2308:5040:12244_R1	100	46	90	chrX	155270560	117391531	117391582	2	12,25,	46,65,	117391531,117391557,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2308:5040:12244_R1	100	59	89	chrX	155270560	58083925	58083955	1	30,	59,	58083925,
30	0	0	0	0	0	0	0	+	HS2000-887_357:3:2308:5040:12244_R1	100	63	93	chrX	155270560	103765236	103765266	1	30,	63,	103765236,
32	2	0	0	0	0	0	0	+	HS2000-887_357:3:2308:5040:12244_R1	100	46	80	chr6	171115067	8479261	8479295	1	34,	46,	8479261,
31	1	0	0	0	0	0	0	+	HS2000-887_357:3:2308:5040:12244_R1	100	63	95	chr3	198022430	190696319	190696351	1	32,	63,	190696319,
36	0	0	0	1	1	1	11	+	HS2000-887_357:3:2308:5040:12244_R1	100	53	90	chr21	48129895	31495761	31495808	2	9,27,	53,63,	31495761,31495781,
31	0	0	0	0	0	0	0	+	HS2000-887_357:3:2308:5040:12244_R1	100	59	90	chr2	243199373	56788191	56788222	1	31,	59,	56788191,
33	1	0	0	0	0	0	0	+	HS2000-887_357:3:2308:5040:12244_R1	100	63	97	chr18	78077248	8972556	8972590	1	34,	63,	8972556,
99	1	0	0	0	0	0	0	+	HS2000-887_357:3:2308:5040:12244_R1	100	0	100	chr15	102531392	63093960	63094060	1	100,	0,	63093960,
36	0	0	0	1	1	1	22	+	HS2000-887_357:3:2308:5040:12244_R1	100	53	90	chr15	102531392	69550898	69550956	2	9,27,	53,63,	69550898,69550929,
31	1	0	0	0	0	0	0	+	HS2000-887_357:3:2308:5040:12244_R1	100	65	97	chr13	115169878	97976042	97976074	1	32,	65,	97976042,
35	0	0	0	1	1	1	18	+	HS2000-887_357:3:2308:5040:12244_R1	100	54	90	chr13	115169878	40265217	40265270	2	8,27,	54,63,	40265217,40265243,
31	0	0	0	0	0	0	0	+	HS2000-887_357:3:2308:5040:12244_R1	100	63	94	chr12	133851895	47684815	47684846	1	31,	63,	47684815,
36	1	0	0	0	0	1	13	+	HS2000-887_357:3:2308:5040:12244_R1	100	56	93	chr11	135006516	90339440	90339490	2	30,7,	56,86,	90339440,90339483,
32	0	0	0	0	0	0	0	+	HS2000-887_357:3:2308:5040:12244_R1	100	63	95	chr10	135534747	111519756	111519788	1	32,	63,	111519756,
33	1	0	0	0	0	0	0	-	HS2000-887_357:3:2308:5040:12244_R1	100	63	97	chrX	155270560	145973851	145973885	1	34,	3,	145973851,
30	0	0	0	0	0	0	0	-	HS2000-887_357:3:2308:5040:12244_R1	100	63	93	chrX	155270560	121936447	121936477	1	30,	7,	121936447,
34	2	0	0	0	0	0	0	-	HS2000-887_357:3:2308:5040:12244_R1	100	63	99	chr8	146364022	80931541	80931577	1	36,	1,	80931541,
37	1	0	0	1	1	0	0	-	HS2000-887_357:3:2308:5040:12244_R1	100	51	90	chr8	146364022	65596278	65596316	2	27,11,	10,38,	65596278,65596305,
35	2	0	0	0	0	0	0	-	HS2000-887_357:3:2308:5040:12244_R1	100	53	90	chr7	159138663	126954641	126954678	1	37,	10,	126954641,
32	2	0	0	0	0	0	0	-	HS2000-887_357:3:2308:5040:12244_R1	100	63	97	chr6	171115067	154330156	154330190	1	34,	3,	154330156,
40	1	0	0	1	1	0	0	-	HS2000-887_357:3:2308:5040:12244_R1	100	48	90	chr5	180915260	101265061	101265102	2	37,4,	10,48,	101265061,101265098,
31	0	0	0	0	0	0	0	-	HS2000-887_357:3:2308:5040:12244_R1	100	59	90	chr5	180915260	137852029	137852060	1	31,	10,	137852029,
